parType,ParasiteCorrectedBinomial,nOcc,nHosts,specificity,nOccurRange,areaKm,wosOct2015,wosFeb2015,status,maxAllHostRS,maxOneHostRS,phylodivNew,maxphyloNew,Zoonotic,HumanEmerging,Domesticated,close,sexual,vertical,closenonsexual,nonclose,environmental,soil,water,feces,vector,intermediate,no. traits,trait flag,REF - AG 2017,REF type,doi,Notes (Alyssa Gehman)
Arthropod,Rhipicephalus glabroscutatum,12,34,G,NA,NA,,13,NA,51598785.83,13575937.13,366.1,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus kochi,2,4,G,NA,NA,,5,NA,4848182.813,3485542.674,43.6,43.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus lunulatus,7,10,G,NA,NA,,13,NA,45866637.19,13575937.13,226.3,131.2,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus maculatus,11,32,G,21,180186.4008,22,4,NA,43074373.17,8442938.751,403.4,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus muehlensi,12,33,G,NA,NA,,7,NA,63701453.89,13575937.13,412.8,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus muhsamae,NA,NA,G,NA,NA,,8,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus nitens,2,5,G,NA,NA,,3,NA,952641.5909,557110.4041,43.6,43.6,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus pulchellus,5,5,G,NA,NA,,26,NA,18559393.96,8442938.751,89.5,53,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus punctatus,1,1,S,NA,NA,,7,NA,1765965.534,1765965.534,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus reichenowi,NA,NA,G,NA,NA,,1,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus sanguineus,2,2,G,NA,NA,,1056,NA,42423112.16,28012634.55,131.2,131.2,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus senegalensis,NA,NA,G,NA,NA,,8,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus simus,10,28,G,NA,NA,,44,NA,47776232.33,8442938.751,377.6,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus sulcatus,1,1,S,NA,NA,,5,NA,3485542.674,3485542.674,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus usbekistanicus,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus zambeziensis,6,21,G,NA,NA,,36,NA,23584580.97,6776775.184,306.3,170.6,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Rhipicephalus zumpti,1,1,S,NA,NA,,0,NA,4997476.081,4997476.081,NA,NA,0,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Arthropod,Sarcoptes scabiei,10,43,G,NA,NA,,680,NA,32097013.41,15261022.82,250.1,131.6,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Solenopotes binipilosus,1,2,G,NA,NA,,3,NA,14410477.61,14410477.61,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Solenopotes burmeisteri,2,3,G,NA,NA,,4,NA,4370195.779,4019278.064,25.6,25.6,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Bacteria,Streptococcus group E,1,1,S,NA,NA,,3,ung,538053.3024,538053.3024,NA,NA,,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Bacteria,Streptococcus sanguinis,1,1,S,NA,NA,,271,ung,538053.3024,538053.3024,NA,NA,1,,,1,0,1,0,0,0,0,0,0,0,0,2,,,,,
Virus,Tibrogargan virus,1,1,S,NA,NA,,6,NA,15261022.82,15261022.82,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Helminth,Toxascaris leonina,1,1,S,NA,NA,,216,tsp,2007724.284,2007724.284,NA,NA,0,,,0,0,0,0,1,0,1,0,0,0,0,2,,,,,
Helminth,Toxocara vitulorum,1,1,S,NA,NA,,78,tsp,3485542.674,3485542.674,NA,NA,1,,,1,0,1,0,0,0,0,0,0,0,0,2,,,,,
Bacteria,Treponema pallidum,NA,NA,G,NA,NA,,3030,NA,NA,NA,NA,NA,,,,1,1,0,0,0,0,0,0,0,0,0,2,,,,,
Arthropod,Trichodectes tibialis,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus aepycerus,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus antidorcus,1,3,G,NA,NA,,0,NA,1950024.369,1950024.369,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus balanicus,1,3,G,NA,NA,,2,NA,1753985.439,1753985.439,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus cornuta,1,3,G,NA,NA,,0,NA,1753985.439,1753985.439,NA,NA,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus elongata,1,16,G,NA,NA,,0,NA,3485542.674,3485542.674,NA,NA,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus lipeuroides,2,5,G,NA,NA,,3,NA,21977023.59,14410477.61,35.4,35.4,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Tricholipeurus parallelus,2,9,G,NA,NA,,2,NA,21977023.59,14410477.61,35.4,35.4,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Arthropod,Trombicula splendens,2,2,G,NA,NA,,3,NA,21977023.59,14410477.61,35.4,35.4,1,,,0,0,0,0,1,1,0,0,0,0,0,2,,,,,
Protozoa,Trypanosoma equiperdum,2,9,G,NA,NA,,263,ung,12092626.34,6697308.45,30.6,30.6,,,,1,1,0,0,0,0,0,0,0,0,0,2,,,,,
Virus,Varicellovirus Equid herpesvirus 1,4,11,G,NA,NA,,0,tsp,13851462.49,6697308.45,244.4,170.6,0,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Varicellovirus Equid herpesvirus 3,1,1,S,NA,NA,,0,ung,100160.2999,100160.2999,NA,NA,,,,1,1,0,0,0,0,0,0,0,0,0,2,,,,,
Virus,Varicellovirus Equid herpesvirus 4,2,2,G,NA,NA,,0,tsp,2410933.198,2310772.898,3.4,3.4,,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Vesiculovirus Klamath virus,2,3,G,NA,NA,,0,ung,21568658.98,15261022.82,35.4,35.4,1,,,1,0,0,1,0,0,0,0,0,0,0,2,,,,,
Virus,Alphavirus Sindbis virus,5,5,G,NA,NA,,29,ung,58293315.73,28012634.55,188.4,131.2,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Alphavirus Venezuelan equine encephalitis virus,2,4,G,NA,NA,,16,tsp,42423112.16,28012634.55,131.2,131.2,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Alphavirus Western equine encephalitis virus,2,2,G,NA,NA,,8,tsp,42423112.16,28012634.55,131.2,131.2,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Anoplocephala gigantea,1,2,G,NA,NA,,1,ung,6697308.45,6697308.45,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Anoplocephala magna,2,2,G,NA,NA,,13,tsp,2410933.198,2310772.898,3.4,3.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Anoplocephala perfoliata,4,9,G,NA,NA,,168,tsp,2517225.205,2310772.898,28,24.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Ascarops dentata,2,2,G,NA,NA,,1,tsp,30373717.95,28012634.55,131.2,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Ascarops strongylina,1,4,G,NA,NA,,24,tsp,28012634.55,28012634.55,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Avitellina centripunctata,2,3,G,NA,NA,,15,tsp,2600673.645,1834847.278,43.6,43.6,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Protozoa,Babesia bigemina,2,2,G,NA,NA,,570,tsp,17424404.28,14410477.61,53.4,53.4,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Babesia equi,1,1,S,NA,NA,,237,tsp,100160.2999,100160.2999,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Babesia odocoilei,4,29,G,25,3147286.917,63,29,ung,23430114.89,14410477.61,52.1,35.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Protozoa,Babesia ovis,7,11,G,NA,NA,,95,tsp,58626957.01,28012634.55,217.1,131.2,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Bhanja virus,NA,NA,G,NA,NA,,35,NA,NA,NA,NA,NA,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Borrelia afzelii,1,1,S,NA,NA,,403,tsp,139673.4316,139673.4316,NA,NA,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Borrelia burgdorferi,10,137,G,114,26564065.37,34766,8845,tsp,76054496.15,28012634.55,247.1,131.2,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Borrelia garinii,2,3,G,NA,NA,,423,tsp,490591.1466,350917.715,53.4,53.4,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Borrelia japonica,1,1,S,NA,NA,,25,ung,139673.4316,139673.4316,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Ceratospira opthalmica,2,2,G,NA,NA,,0,ung,30373717.95,28012634.55,131.2,131.2,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Cercopithifilaria shohoi,1,1,S,NA,NA,,2,ung,139673.4316,139673.4316,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Dicrocoelium dendriticum,10,20,G,NA,NA,,293,tsp,81027681.31,28012634.55,252.7,131.2,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Diphyllobothrium mansonoides,1,1,S,NA,NA,,0,tsp,28012634.55,28012634.55,NA,NA,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Draschia megastoma,5,6,G,NA,NA,,17,tsp,9214533.655,6697308.45,132.8,117,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Ehrlichia canis,2,2,G,NA,NA,,742,tsp,18499591.65,14410477.61,8,8,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Ehrlichia chaffeensis,4,158,G,110,5565203.014,1270,548,tsp,40068250.64,15261022.82,43.2,35.4,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Ehrlichia ewingii,2,22,G,NA,NA,,73,tsp,18499591.65,14410477.61,8,8,1,1,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Ehrlichia ruminantium,6,6,G,NA,NA,,142,tsp,41887592.58,14410477.61,142.7,53.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Elaeophora elaphi,2,3,G,NA,NA,,7,ung,19280300.88,15261022.82,25.6,25.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Elaeophora sagitta,1,1,S,NA,NA,,1,ung,6085429.445,6085429.445,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Elaeophora schneideri,6,14,G,NA,NA,,15,tsp,48103013.94,15261022.82,96.3,53.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Elaphostrongylus alces,1,10,G,NA,NA,,8,ung,7963741.77,7963741.77,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Elaphostrongylus cervi,3,45,G,33,18974015.19,167,69,ung,27244042.65,15261022.82,48.2,35.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Elaphostrongylus rangiferi,2,35,G,35,108514.6168,115,60,ung,26131814.7,18168072.93,32.2,32.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Eurytrema cervum,NA,NA,G,NA,NA,,0,ung,NA,NA,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Fasciola gigantica,5,8,G,NA,NA,,567,tsp,46735442,28012634.55,194.7,131.2,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Fasciola hepatica,9,19,G,NA,NA,,3756,tsp,73387496.14,28012634.55,262.8,131.2,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Fascioloides magna,8,71,G,63,10096666.48,344,162,ung,101399749.9,28012634.55,207.8,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Gnathostoma doloresi,1,5,G,NA,NA,,18,tsp,28012634.55,28012634.55,NA,NA,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Gongylonema pulchrum,6,33,G,27,13934123.55,212,46,tsp,56720937.32,28012634.55,183.2,131.2,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Gongylonema verrucosum,2,3,G,NA,NA,,1,ung,21977023.59,14410477.61,35.4,35.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Habronema malani,4,7,G,NA,NA,,1,ung,2517225.205,2310772.898,28,24.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Habronema microstoma,NA,NA,G,NA,NA,,14,NA,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Habronema muscae,4,5,G,NA,NA,,37,tsp,2517225.205,2310772.898,28,24.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Habronema tomasi,4,5,G,NA,NA,,1,ung,2517225.205,2310772.898,28,24.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Habronema zebrae,4,5,G,NA,NA,,0,ung,2517225.205,2310772.898,28,24.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Macracanthorhynchus hirudinaceus,1,3,G,NA,NA,,77,tsp,28012634.55,28012634.55,NA,NA,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Metastrongylus apri,2,4,G,NA,NA,,47,tsp,30373717.95,28012634.55,131.2,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Metastrongylus asymmetricus,1,2,G,NA,NA,,3,ung,28012634.55,28012634.55,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Metastrongylus confusus,1,3,G,NA,NA,,0,ung,28012634.55,28012634.55,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Metastrongylus elongatus,1,1,S,NA,NA,,4,tsp,28012634.55,28012634.55,NA,NA,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Metastrongylus pudentotectus,2,7,G,NA,NA,,1,tsp,30373717.95,28012634.55,131.2,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Metastrongylus salmi,1,4,G,NA,NA,,10,tsp,28012634.55,28012634.55,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Moniezia benedeni,16,34,G,28,27256872.06,285,41,tsp,108288937.4,28012634.55,370.6,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Moniezia expansa,11,18,G,NA,NA,,242,tsp,43044998.59,13575937.13,322.1,131.6,1,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Moniezia monardi,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Bacteria,Moraxella bovis,2,2,G,NA,NA,,341,tsp,24843733.27,15261022.82,53.4,53.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Bacteria,Moraxella ovis,4,18,G,NA,NA,,15,tsp,14825037.17,7963741.77,83.2,53.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Muellerius capillaris,5,8,G,NA,NA,,109,tsp,23489150.94,15261022.82,94.9,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Muellerius tenuispiculatus,4,6,G,NA,NA,,3,ung,23304159.13,15261022.82,81.2,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Virus,Nairovirus Thiafora virus,5,5,G,NA,NA,,0,ung,54554401.57,28012634.55,190.6,131.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Neostrongylus linearis,4,9,G,NA,NA,,35,tsp,23304159.13,15261022.82,81.2,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Onchocerca cervipedis,2,3,G,NA,NA,,3,ung,20718113.77,14410477.61,7.6,7.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca dewittei,1,1,S,NA,NA,,10,ung,28012634.55,28012634.55,NA,NA,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca flexuosa,1,7,G,NA,NA,,13,ung,15261022.82,15261022.82,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca garmsi,1,1,S,NA,NA,,1,ung,15261022.82,15261022.82,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca gutturosa,1,2,G,NA,NA,,75,tsp,5715.013147,5715.013147,NA,NA,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca jakutensis,1,1,S,NA,NA,,3,ung,15261022.82,15261022.82,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca lienalis,1,2,G,NA,NA,,102,tsp,5715.013147,5715.013147,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca ramachandrini,1,2,G,NA,NA,,2,ung,776098.1421,776098.1421,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca skrjabini,2,3,G,NA,NA,,3,ung,490591.1466,350917.715,53.4,53.4,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Onchocerca suzukii,1,2,G,NA,NA,,3,ung,139673.4316,139673.4316,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orbivirus African horse sickness virus,3,12,G,NA,NA,,0,tsp,14403399.24,6697308.45,132.3,117,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orbivirus Bluetongue virus,33,177,G,167,51669279.57,,2,tsp,164231684.6,18168072.93,799.2,170.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orbivirus Epizootic hemorrhagic disease virus,16,104,G,98,40545117.51,,2,tsp,86537052.48,15261022.82,392.4,170.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orbivirus Eubenangee virus,1,1,S,NA,NA,,0,ung,15261022.82,15261022.82,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orbivirus Palyam virus,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus Akabane virus,11,29,G,27,5492320.824,,0,tsp,58293315.73,28012634.55,436.2,170.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus Batai virus,5,5,G,NA,NA,,0,ung,63991771.14,28012634.55,188.4,131.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus Sathuperi virus,1,1,S,NA,NA,,0,ung,6307636.164,6307636.164,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus Shamonda virus,1,1,S,NA,NA,,0,ung,14410477.61,14410477.61,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus Shuni virus,1,1,S,NA,NA,,0,ung,71955512.91,28012634.55,NA,NA,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-Bunyamwera Batai virus,5,5,G,NA,NA,,0,tsp,6307636.164,6307636.164,188.4,131.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-Bunyamwera Cache Valley virus,4,12,G,NA,NA,,0,tsp,20718113.77,14410477.61,152.7,131.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-Bunyamwera Lokern virus,1,1,S,NA,NA,,0,tsp,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-Bunyamwera Northway virus,1,2,G,NA,NA,,0,tsp,21568658.98,15261022.82,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-Bunyamwera Potosi virus,1,7,G,NA,NA,,0,tsp,58293315.73,28012634.55,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-California encephalitis Group Jamestown Canyon virus,5,41,G,40,6321158.073,,0,tsp,22374219.38,14410477.61,168.8,131.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-California encephalitis Group Jerry Slough virus,1,1,S,NA,NA,,0,tsp,63112698.75,15261022.82,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-California encephalitis Group La Crosse virus,2,5,G,NA,NA,,0,tsp,58293315.73,28012634.55,7.6,7.6,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-California encephalitis Group Snowshoe hare virus,2,4,G,NA,NA,,0,tsp,15261022.82,15261022.82,35.4,35.4,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-California encephalitis Group Tahyna virus,5,10,G,NA,NA,,0,tsp,15261022.82,15261022.82,188.4,131.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Virus,Orthobunyavirus-California encephalitis Group Trivittatus virus,2,8,G,NA,NA,,0,tsp,15261022.82,15261022.82,32.2,32.2,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Parabronema pecariae,2,2,G,NA,NA,,1,ung,29693845.17,15938365.46,43.8,43.8,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Parabronema roundi,1,1,S,NA,NA,,1,ung,6697308.45,6697308.45,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Parabronema skrjabini,2,4,G,NA,NA,,8,ung,2782204.18,2016377.813,53.6,53.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Parafasciolopsis fasciolaemorpha,3,3,G,NA,NA,,3,ung,15226342.74,7963741.77,68.4,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Parafilaria bassoni,1,2,G,NA,NA,,1,ung,8442938.751,8442938.751,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Parelaphostrongylus andersoni,2,19,G,NA,NA,,15,ung,32578550.54,18168072.93,22.4,22.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Parelaphostrongylus odocoilei,2,11,G,NA,NA,,32,ung,7123775.498,6307636.164,53.4,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Parelaphostrongylus tenuis,4,89,G,75,5247508.004,255,132,tsp,43942878.36,15261022.82,55.3,35.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Physocephalus sexalatus,3,12,G,NA,NA,,22,tsp,31149816.09,28012634.55,152.9,131.2,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Pneumostrongylus calcaratus,2,6,G,NA,NA,,3,ung,15549429.38,12063886.71,53,53,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Protostrongylus capensis,1,1,S,NA,NA,,0,ung,395531.1868,395531.1868,NA,NA,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Protostrongylus rufescens,4,4,G,NA,NA,,33,tsp,23304159.13,15261022.82,81.2,53.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Protostrongylus rupicaprae,2,3,G,NA,NA,,3,ung,4023858.247,3743494.344,30,30,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Protostrongylus rushi,1,2,G,NA,NA,,2,ung,538053.3024,538053.3024,NA,NA,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Protostrongylus shiozawai,NA,NA,G,NA,NA,,1,NA,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Protostrongylus stilesi,3,11,G,NA,NA,,14,ung,3037295.835,1683103.198,33.8,30.4,0,,,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Helminth,Setaria africana,3,14,G,NA,NA,,1,ung,18347220.61,12063886.71,51,34,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria bicoronata,2,5,G,NA,NA,,0,ung,5055502.45,4764110.101,43.6,43.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria caelum,1,1,S,NA,NA,,0,ung,13575937.13,13575937.13,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria cervi,1,1,S,NA,NA,,146,ung,7256885.952,7256885.952,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria congolensis,1,1,S,NA,NA,,0,ung,776098.1421,776098.1421,NA,NA,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria cornuta,2,3,G,NA,NA,,1,ung,2614821.956,1362640.139,43.6,43.6,0,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria equina,4,5,G,NA,NA,,17,tsp,2517225.205,2310772.898,28,24.4,1,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Helminth,Setaria hombyi,NA,NA,G,NA,NA,,0,NA,NA,NA,NA,NA,,,,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
