Ok,Parasite type,Parasite genus,Parasite species,Parasite name,Old name,ParasiteCorrectedBinomial,WOS June_2014,WOS June_2014 Viral Species,Specificity score,Specialist - Generalist,Confidence score,Direct,Indirect,Close,Sexual,Vertical,CloseNonsexual,Non-close,Environment,Soil,Water,Feces,Vector,Intermediate,Notes on Transmission,Notes on Specificity,no. transmission modes,trait flag,REF - AG 2016,REF type,doi,Notes (Alyssa Gehman),
,Protozoan,Sarcocystis,mephitisi,Sarcocystis mephitisi,Sarcocystis mephitisi,Sarcocystis mephitisi,1,,1,S,1,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2023,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,miescheriana,Sarcocystis miescheriana,Sarcocystis miescheriana,Sarcocystis miescheriana,57,,5,G,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2024,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,muris,Sarcocystis muris,Sarcocystis muris,Sarcocystis muris,121,,4,G,2,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2025,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,neurona,Sarcocystis neurona,Sarcocystis neurona,Sarcocystis neurona,438,,5,G,2,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2026,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,odocoileocanis,Sarcocystis odocoileocanis,Sarcocystis odocoileocanis,Sarcocystis odocoileocanis,2,,5,G,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2027,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,putorii,Sarcocystis putorii,Sarcocystis putorii,Sarcocystis putorii,1,,3,S,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2028,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,rangi,Sarcocystis rangi,Sarcocystis rangi,Sarcocystis rangi,4,,5,G,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2029,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,richardii,Sarcocystis richardii,Sarcocystis richardii,Sarcocystis richardii,0,,1,S,6,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2030,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,rileyi,Sarcocystis rileyi,Sarcocystis rileyi,Sarcocystis rileyi,5,,5,G,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2031,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,sebeki,Sarcocystis sebeki,Sarcocystis sebeki,Sarcocystis sebeki,2,,5,G,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2032,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,tarandivulpes,Sarcocystis tarandivulpes,Sarcocystis tarandivulpes,Sarcocystis tarandivulpes,3,,3,S,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2033,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,tenella,Sarcocystis tenella,Sarcocystis tenella,Sarcocystis tenella,62,,5,G,4,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2034,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,tropicalis,Sarcocystis tropicalis,,Sarcocystis tropicalis,0,,1,S,6,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2035,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,wapiti,Sarcocystis wapiti,Sarcocystis wapiti,Sarcocystis wapiti,2,,5,G,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2036,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Isospora,africana,Isospora africana,Isospora africana,,0,,1,S,6,0,1,0,0,0,0,1,1,0,1,1,0,0,http://parasite.org.au/para-site/text/isospora-text.html,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-159,Textbook,,Generalized Isospora life cycle - but textbook suggests that the lifecycle is pretty conserved,
,Protozoan,Isospora,evermanni,Isospora evermanni,Isospora evermanni,,0,,2,S,6,0,1,0,0,0,0,1,1,0,1,1,0,0,http://parasite.org.au/para-site/text/isospora-text.html,,4,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.145-159,Textbook,,Generalized Isospora life cycle - but textbook suggests that the lifecycle is pretty conserved,
,Protozoan,Sarcocystis,erdmanae,Sarcocystis erdmanae,Sarcocystis erdmanae,,0,,1,S,4,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2036,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,eversmanni,Sarcocystis eversmanni,Sarcocystis eversmanni,,0,,1,S,6,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2037,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,rhombomys,Sarcocystis rhombomys,Sarcocystis rhombomys,,0,,1,S,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2038,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,undulati,Sarcocystis undulati,Sarcocystis undulati,,0,,4,G,6,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2039,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Sarcocystis,melis,Sarcocystis melis,Sarcocystis melis,,1,,1,S,3,0,1,0,0,0,0,1,1,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,5,no,Fayer R. Sarcocystis spp. in Human Infections. Clinical Microbiology Reviews. 2004;17(4):894-902. doi:10.1128/CMR.17.4.894-902.2004.,Article, doi:10.1128/CMR.17.4.894-902.2040,Generalized lifecycle - Marquardt textbook suggests that this is acceptable,
,Protozoan,Isospora,sp.,Isospora sp.,Isospora sp.,,,,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,http://parasite.org.au/para-site/text/isospora-text.html,,4,yes,,,,repeat/non-specific,
,Protozoan,Sarcocystis,sp.,Sarcocystis sp.,Sarcocystis sp.,,,,,,,0,1,0,0,0,0,1,0,0,1,1,0,1,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC523554/,,4,yes,,,,repeat/non-specific,
791,Virus,Arenavirus,Lymphocytic choriomeningitis virus,Arenavirus Lymphocytic choriomeningitis virus,Lymphocytic choriomeningitis virus,Arenavirus Lymphocyticchoriomeningitisvirus,67,3042,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,Viral Ecology Hurst,,4,no,"Zapata JC, Salvato MS. Arenavirus Variations Due to Host-Specific Adaptation.Viruses. 2013;5(1):241-278. doi:10.3390/v5010241.",Article,doi:10.3390/v5010241.,Also Viral Ecology by Hurst,
757,Virus,Lambdapapillomavirus,Canine oral papillomavirus,Lambdapapillomavirus Canine oral papillomavirus,Canine oral papillomavirus,Lambdapapillomavirus Canineoralpapillomavirus,0,74,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,Viral Ecology Hurst,,4,no,"Hurst, C. J. 2000. Viral Ecology",Textbook,,,
756,Virus,Lambdapapillomavirus,Feline papillomavirus,Lambdapapillomavirus Feline papilloma virus,Papillomavirus sp. (Felidae),Lambdapapillomavirus Felinepapillomavirus,0,4,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,Viral Ecology Hurst,,4,no,"Hurst, C. J. 2000. Viral Ecology",Textbook,,,
754,Virus,Lambdapapillomavirus,NA,Lambdapapillomavirus NA,Papillomavirus,,,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,Viral Ecology Hurst,,4,yes,,,,repeat/non-specific,
683,Virus,Orthopoxvirus,NA,Orthopoxvirus NA,Orthopoxvirus,,,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,Viral Ecology Hurst,,4,yes,,,,repeat/non-specific,
676,Virus,Parapoxvirus,NA,Parapoxvirus NA,Parapoxvirus,,,,,,,1,1,1,0,0,1,1,1,0,0,0,0,0,Viral Ecology Hurst,,4,yes,,,,repeat/non-specific,
819,Virus,Alphacoronavirus,Alphacoronavirus1,Alphacoronavirus Alphacoronavirus 1,Canine corona virus (CCV),Alphacoronavirus Alphacoronavirus1,0,4,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,no,"Hurst, C. J. 2000. Viral Ecology. Pg.538",Textbook,,general transmission for coronavirus,
,Virus,Coronavirus,feline infectious peritonitis,Coronavirus feline infectious peritonitis,Coronavirus feline infectious peritonitis,Alphacoronavirus Alphacoronavirus2,12,1059,3,S,4,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,no,"Hurst, C. J. 2000. Viral Ecology. Pg.539",Textbook,,general transmission for coronavirus,
,Virus,Coltivirus,Colorado tick fever virus,Coltivirus Colorado tick fever virus,Coltivirus Colorado tick fever virus,Coltivirus Coloradotickfevervirus,0,57,5,G,4,0,1,0,0,0,0,1,0,0,0,0,1,0,Viral Ecology Hurst,,2,no,"Attoui H, Jaafar FM, de Micco P, de Lamballerie X. Coltiviruses and Seadornaviruses in North America, Europe, and Asia. Emerging Infectious Diseases. 2005;11(11):1673-1679. doi:10.3201/eid1111.050868.",Article,doi:10.3201/eid1111.050868.,,
778,Virus,Enterovirus,Porcine enterovirus B,Enterovirus Porcine enterovirus B,Walrus enterovirus,Enterovirus PorcineenterovirusB,0,5,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,yes,,,,recently described can't find a transmission paper and seems to not cause the same disease as the general enteroviruses do - making it seem suspect to infer that the transmission is the same for all enterovirus,
758,Virus,Lagovirus,Rabbit hemorrhagic disease virus,Lagovirus Rabbithemorrhagicdiseasevirus,Rabbit haemorrhagic disease virus,Lagovirus Rabbithemorrhagicdiseasevirus,0,170,,,,0,1,1,0,0,1,1,1,0,1,1,1,0,Viral Ecology Hurst,,7,no,"Abrantes J, van der Loo W, Le Pendu J, Esteves PJ. Rabbit haemorrhagic disease (RHD) and rabbit haemorrhagic disease virus (RHDV): a review.Veterinary Research. 2012;43(1):12. doi:10.1186/1297-9716-43-12.",Article,doi:10.1186/1297-9716-43-12.,,
730,Virus,Mamastrovirus,Porcine astrovirus,Mamastrovirus Porcine astrovirus,California sea lion astrovirus,Mamastrovirus Porcineastrovirus,0,16,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,no,Cai et al. 2016. Virology Journal.,Article,DOI 10.1186/s12985-015-0462-6,,
681,Virus,Orthoreovirus,Mammalian orthoreovirus,Orthoreovirus Mammalian orthoreovirus,Reovirus feline reovirus,Orthoreovirus Mammalianorthoreovirus,0,29,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,no,"Lim MCY, Wang Y-F, Huang S-W, Yang J-Y, Wang J-R. High Incidence of Mammalian Orthoreovirus Identified by Environmental Surveillance in Taiwan. Tse H, ed. PLoS ONE. 2015;10(11):e0142745.",Article,doi:10.1371/journal.pone.0142745.,,
610,Virus,Vesivirus,Canine calicivirus,Vesivirus Canine calicivirus,Canine calicivirus,Vesivirus Caninecalicivirus,0,22,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,no,"Hurst, C. J. 2000. Viral Ecology. Pg.537",Textbook,,,
605,Virus,Vesivirus,Feline calicivirus,Vesivirus Feline calicivirus,Feline Calci Virus,Vesivirus Felinecalicivirus,0,973,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,no,"Hurst, C. J. 2000. Viral Ecology. Pg.538",Textbook,,,
584,Virus,Vesivirus,Vesicular exanthema of swine virus,Vesivirus Vesicular exanthema of swine virus,Marine vesiviruses,Vesivirus Vesicularexanthemaofswinevirus,0,30,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,yes,Green et al. 2000. Journal of Infectious Diseases. ,Article,doi: 10.1086/315591,now called Feline calicivirus and synonymous and a repeat entry,
,Virus,Lagovirus,rabbit hemorrhagic disease virus,Lagovirus rabbit hemorrhagic disease virus,Lagovirus/Calicivirus rabbit hemorrhagic disease virus,,0,170,5,G,4,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,yes,,,,repeat ,
601,Virus,Vesivirus,NA,Vesivirus NA,Calicivirus,,,,,,,0,1,0,0,0,0,1,1,0,1,1,0,0,Viral Ecology Hurst,,4,yes,,,,repeat/non-specific,
660,Virus,Percavirus,Mustelid herpesvirus 1,Percavirus Mustelid herpesvirus 1,Mustelid herpesvirus 1,Percavirus Mustelidherpesvirus1,0,4,,,,1,0,1,1,1,1,0,0,0,0,0,0,0,Viral Ecology Hurst,,4,yes,,,,can't find any reference to transmission in the literature,
659,Virus,Percavirus,Mustelid herpesvirus 2,Percavirus Mustelid herpesvirus 2,Mustelid herpesvirus-1,Percavirus Mustelidherpesvirus2,0,1,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,Viral Ecology Hurst,,2,no,Tseng et al. Journal of Wildlife Diseases. 2012,Article,http://dx.doi.org/10.7589/0090-3558-48.1.181,just suggest that close contact exascerbates transmission and did nasal swabs,
655,Virus,PorcinetypeConcovirus,,Porcine type Concovirus ,Walrus retrovirus,Porcine Type C oncovirus ,0,,,,,1,0,1,1,1,1,0,0,0,0,0,0,0,Viral Ecology Hurst,,4,yes,,,,can't find reference to transmission cycle for this parasite,
779,Virus,Cytomegalovirus,NA,Cytomegalovirus NA,Cytomegalovirus sp.,,,,,,,1,0,1,1,1,1,0,0,0,0,0,0,0,Viral Ecology Hurst,,4,yes,,,,repeat/non-specific,
,Arthropod,Carios,puertoricensis,Carios puertoricensis,Carios puertoricensis,Carios puertoricensis,1,,,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,3,no,Marquardt W; Demaree; Grieve (2000). Parasitology and Vector Bology (2nd ed.). Harcourt Academic. pp.676,Textbook,,soft bodied tick life cycel,
358,Arthropod,Ornithodoros,NA,Ornithodoros NA,Ornithodoros sp.,,,,,,,0,1,0,0,0,0,1,1,1,0,0,0,0,,,3,yes,,,,repeat/non-specific,
69,Bacteria,Rhodococcus,NA,Rhodococcus NA,Rhodococcus-like,,,,,,,1,1,1,0,,0,1,,1,,,,,https://www.aht.org.uk/skins/Default/pdfs/equine_vol6_4_focus2.pdf; Rhodococcus equi infection in foals: the science of ‘rattles’;  ,,3,yes,,,,repeat/non-specific,
1537,Bacteria,Campylobacter,jejuni,Campylobacter jejuni,Campylobacter jejuni ss jejuni,Campylobacter jejuni,8487,,,,,1,0,1,0,0,1,1,1,0,1,1,0,0,"Saenz Y, Zarazaga M, Lantero M, Gastanares MJ, Baquero F, Torres C (2000). ""Antibiotic resistance in Campylobacter strains isolated from animals, foods, and humans in Spain in 1997–1998"". Antimicrob Agents Chemother 44 (2): 267–71. doi:10.1128/AAC.44.2.267-271.2000. PMC 89669. PMID 10639348",,6,no,Taema et al. 2008. Applied Environmental Microbiology,Article, doi:10.1128/AEM.02060-07,,
534,Bacteria,Mycoplasma,fermentans,Mycoplasma fermentans,M. fermentans-like,Mycoplasma fermentans,413,,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,https://www.idexx.com/pdf/en_us/smallanimal/reference-laboratories/diagnostic-updates/realpcr-fhm-test.pdf,,3,yes,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 587",Textbook,,Transmission not described,
533,Bacteria,Mycoplasma,haemofelis,Mycoplasma haemofelis,Mycoplasma haemofelis,Mycoplasma haemofelis,124,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.idexx.com/pdf/en_us/smallanimal/reference-laboratories/diagnostic-updates/realpcr-fhm-test.pdf,,1,no,Woods et al. 2005. American Journal of Veterinary Research,Article,doi: 10.2460/ajvr.2005.66.1008,,
532,Bacteria,Mycoplasma,haemominutum,Mycoplasma haemominutum,Mycoplasma haemominitum,Mycoplasma haemominutum,114,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,https://www.idexx.com/pdf/en_us/smallanimal/reference-laboratories/diagnostic-updates/realpcr-fhm-test.pdf,,1,no,Woods et al. 2005. American Journal of Veterinary Research,Article,doi: 10.2460/ajvr.2005.66.1008,,
528,Bacteria,Mycoplasma,phocidae,Mycoplasma phocidae,Mycoplasma phocidae,Mycoplasma phocidae,4,,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,https://www.idexx.com/pdf/en_us/smallanimal/reference-laboratories/diagnostic-updates/realpcr-fhm-test.pdf,,2,no,Waltzek at al. Zoonoses and Public Health. 2012,Article,DOI: 10.1111/j.1863-2378.2012.01492.x,,
527,Bacteria,Mycoplasma,turicensis,Mycoplasma turicensis,Mycoplasma turicensis,Mycoplasma turicensis,49,,,,,1,0,1,0,0,1,0,0,0,0,0,1,0,https://www.idexx.com/pdf/en_us/smallanimal/reference-laboratories/diagnostic-updates/realpcr-fhm-test.pdf,,3,no,Museux et al. Veterinary Research. 2009.,Article,DOI: 10.1051/vetres/2009028,,
1535,Bacteria,Campylobacter,NA,Campylobacter NA,Campylobacter sp.,,,,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,"Saenz Y, Zarazaga M, Lantero M, Gastanares MJ, Baquero F, Torres C (2000). ""Antibiotic resistance in Campylobacter strains isolated from animals, foods, and humans in Spain in 1997–1998"". Antimicrob Agents Chemother 44 (2): 267–71. doi:10.1128/AAC.44.2.267-271.2000. PMC 89669. PMID 10639348",,3,yes,,,,repeat/non-specific,
529,Bacteria,Mycoplasma,NA,Mycoplasma NA,Mycoplasma,,,,,,,1,0,1,1,0,1,0,0,0,0,0,0,0,https://www.idexx.com/pdf/en_us/smallanimal/reference-laboratories/diagnostic-updates/realpcr-fhm-test.pdf,,3,yes,,,,repeat/non-specific,
541,Bacteria,Enterococcus,faecalis,Enterococcus faecalis,Enterococcus faecalis,Enterococcus faecalis,7806,,,,,0,1,1,0,0,1,1,1,0,0,0,0,0,http://www.stjames.ie/Patients/Infectionpreventioncontrol/VRE.pdf,,4,no,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 299",Textbook,,,
1397,Bacteria,Yersinia,pestis,Yersinia pestis,Sylvatic plague,Yersinia pestis,3348,,,,,0,1,1,0,0,1,0,0,0,0,0,1,0,Bailey & Scott's Diagnostic Microbiology,,3,no,"Forbes, Sahm and Weissfeld. Bailey & Scott Diagnostic Microbiology. 2002. pg 367",Textbook,,,
540,Bacteria,Enterococcus,NA,Enterococcus NA,Enterococcus sp.,,,,,,,0,1,0,0,0,1,1,1,0,0,0,0,0,http://www.stjames.ie/Patients/Infectionpreventioncontrol/VRE.pdf,,3,yes,,,,repeat/non-specific,
,Bacteria,Enterococcus,sp.,Enterococcus sp.,Enterococcus sp.,,,,,,,0,1,0,0,0,1,1,1,0,0,0,0,0,http://www.stjames.ie/Patients/Infectionpreventioncontrol/VRE.pdf,,3,yes,,,,repeat/non-specific,
,Bacteria,Chlamydia,psittaci,Chlamydia psittaci,Chlamydia psittaci,Chlamydia psittaci,1570,,5,G,1,1,0,1,1,1,0,0,0,0,0,1,0,0,http://www.cdc.gov/std/chlamydia/stdfact-chlamydia.htm,,4,no,Weigler et al .1988. Journal of Wildlife Disease,Article,10.7589/0090-3558-24.2.282,,
,Bacteria,Klebsiella,pneumonia,Klebsiella pneumonia,Klebsiella pneumonia,Klebsiella pneumoniae,15928,,5,G,3,1,0,1,0,0,1,0,0,1,1,0,0,0,http://www.cdc.gov/HAI/organisms/klebsiella/klebsiella.html#a2,,4,no,"Tzouvelekis LS, Markogiannakis A, Psichogiou M, Tassios PT, Daikos GL. Carbapenemases in Klebsiella pneumoniae and Other Enterobacteriaceae: an Evolving Crisis of Global Dimensions. Clinical Microbiology Reviews. 2012;25(4):682-707. doi:10.1128/CMR.05035-11.",Article,doi:10.1128/CMR.05035-11,,
